"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
08/15/2022 04:49:01,Receive,0xcc1f9008d26a741ea6f9c69bae34e7ed4a2c08fc9a8880b4d2f18be40326973d,5000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/15/2022 04:50:54,Send,0xa153f4fe40c63858dea2da0f07713345aec98146e122218fc47a7a8eba595be0,,,...,,,,,5000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00082192,ETH,...,
08/18/2022 04:17:48,Receive,0xea072775d5e2ce473ee90f4ecf9b07511d1e477439733a9fdb37f9954946df60,57000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/18/2022 04:20:36,Trade,0x316735febfe69f4cd04c7f593184858c5c106bd0b2505daea216376f23c31727,26.99954113,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/18/2022 04:20:36,Trade,0x316735febfe69f4cd04c7f593184858c5c106bd0b2505daea216376f23c31727,,,...,,,,,50000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/18/2022 04:20:36,Trade,0x316735febfe69f4cd04c7f593184858c5c106bd0b2505daea216376f23c31727,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00107264,ETH,...,
08/18/2022 04:21:19,Send,0x3c82b665f6473c446b89329fe5c98443d747b4c4b390f401c2029b20ed13c328,,,...,,,,,7000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00054761,ETH,...,
08/19/2022 16:55:59,Trade,0xd8c7badcc31b35084fdeb2f6c5ed45d7df660aeb9510f82f8b681bef9ea77774,1345.49954603,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,27.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00161278,ETH,...,
08/19/2022 16:57:04,Receive,0xc44239d64e123a529142f831d63b37ef4347c5790ee5fe91f6d19ec92add76fd,50000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/19/2022 16:58:54,Trade,0xffe0ce976011990a77f792f25a7578045d937f4034db1370c167abb7633c8bb1,29.00200324,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/19/2022 16:58:54,Trade,0xffe0ce976011990a77f792f25a7578045d937f4034db1370c167abb7633c8bb1,,,...,,,,,50000.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/19/2022 16:58:54,Trade,0xffe0ce976011990a77f792f25a7578045d937f4034db1370c167abb7633c8bb1,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00156296,ETH,...,
08/20/2022 06:33:19,Trade,0x13c7161034dde8e8863fc561d5fae9c8013005689ce61ba7588843dd13d91049,47519.19247700,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,29.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00238687,ETH,...,
08/20/2022 06:34:19,Send,0xd804890e0cbb67098419bd235ad2439105b4a355c8fbdc3f8269996c08df852a,,,...,,,,,47519.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00099279,ETH,...,
08/20/2022 06:38:33,Trade,0xe10849ca048b9db843e59cc1e5c11ce053323037f0c354e1a3226148d435c4ca,23.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/20/2022 06:38:33,Trade,0xe10849ca048b9db843e59cc1e5c11ce053323037f0c354e1a3226148d435c4ca,,,...,,,,,1146.16512328,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/20/2022 06:38:33,Trade,0xe10849ca048b9db843e59cc1e5c11ce053323037f0c354e1a3226148d435c4ca,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00182456,ETH,...,
08/23/2022 13:44:35,Trade,0xf213f779d53550d7694a8618c64dd6d7f910c0c581d2af2867c8dc5d92550cd7,1620.78295600,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,1.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00170550,ETH,...,
08/23/2022 13:45:22,Send,0xd6233de426613b42538fecb2fc10b9730d3f65bc73b1c4694b5d5f088197f0db,,,...,,,,,1620.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00100359,ETH,...,
08/27/2022 08:23:36,Receive,0x403e33b290c2818edf4fa8ee605d19060f41296d7dad9dc1484180a71bcdee44,350.00000000,EthFork2.com,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/27/2022 14:45:47,Trade,0xfee7da329e79f682b71537319de4ac7e90acb522ba9e0fea8674c481b2d2a940,32870.30004200,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,22.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00109523,ETH,...,
08/27/2022 14:46:57,Send,0xd519f6a7dc48410313a3100642d88bdacdb75d0e8a59c3ab1df9f7246a6bcd0c,,,...,,,,,32871.27547500,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00143172,ETH,...,
08/28/2022 12:46:20,Receive,0x7337bbf4309dfb5598b7211c36d664a242592e6cfe2f3da9e807907b00474980,138817.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/28/2022 12:46:41,Receive,f16da467d6fd56a79cdff21f59840a7b759d22c58e900a528d7bf1a2f2e40c20,28.17394000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/28/2022 12:49:24,Trade,0x5eb13b4cd969ab33f6f17058dbbc7fdf4512d47458969f85341659070f91161f,6.93179747,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/28/2022 12:49:24,Trade,0x5eb13b4cd969ab33f6f17058dbbc7fdf4512d47458969f85341659070f91161f,,,...,,,,,138817.00000000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/28/2022 12:49:24,Trade,0x5eb13b4cd969ab33f6f17058dbbc7fdf4512d47458969f85341659070f91161f,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00600456,ETH,...,
08/28/2022 12:50:04,Trade,0xbad6750b41704c1d72ae566d33a36f634895429324a8eb09e953c2ba8e49c54c,1395.30805848,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,28.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00060488,ETH,...,
08/28/2022 12:52:26,Trade,0x281291d70644cc374317c408ac3b8ea010d73a760218960efd0825b271415785,345.38023691,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
08/28/2022 12:52:26,Trade,0x281291d70644cc374317c408ac3b8ea010d73a760218960efd0825b271415785,,,...,,,,,6.93179747,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
08/28/2022 12:52:26,Trade,0x281291d70644cc374317c408ac3b8ea010d73a760218960efd0825b271415785,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00080398,ETH,...,
09/01/2022 20:53:27,Trade,0x2ac934b5fed0fa8199102673a23e958114131d0aeb2d1b11423535d867767793,1577.47569800,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,1.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00254471,ETH,...,
09/01/2022 20:54:14,Send,0x12fd067517ad2ecb444f9d064cdc4d5eac708e4ecf7e36dfc2630c70cfd08b10,,,...,,,,,1577.47569800,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00090505,ETH,...,
09/12/2022 08:30:52,Trade,0xc1a2779620b1f428b2c91b83d16e639b872c07f954037da5fff6cc02fbacfc08,118.01480579,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:30:52,Trade,0xc1a2779620b1f428b2c91b83d16e639b872c07f954037da5fff6cc02fbacfc08,,,...,,,,,5880.55366349,CETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
09/12/2022 08:30:52,Trade,0xc1a2779620b1f428b2c91b83d16e639b872c07f954037da5fff6cc02fbacfc08,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00208965,ETH,...,
09/12/2022 08:36:18,Trade,0xa4b76620f33c7efb0cdd92fc94e2c0f11f3095d550d15f8badb5de97f59111f7,117305.77306100,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,67.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00410146,ETH,...,
09/12/2022 08:37:31,Send,0xa86dd1d11f6548f3bdc6e247d72174379b82036db9053380dcefacb5624eaf46,,,...,,,,,117296.82551400,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00188876,ETH,...,
09/12/2022 08:39:01,Trade,0x1437341c021345413e1e39f10593f2977c40bd7dafb35febc708ee135d7ab7f3,87625.62486600,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,50.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00179284,ETH,...,
09/12/2022 08:39:47,Send,0xa4261fa0cc5ef608d6770a6387d372a0ba1a89ceca16baf6d55e93af6866e9e7,,,...,,,,,87625.62486600,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00239829,ETH,...,
09/12/2022 08:42:04,Trade,0x5cf4b1546a24042f17c9a9754a261c7f08eade1640db7d231903339118047cbf,20.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:42:04,Trade,0x5cf4b1546a24042f17c9a9754a261c7f08eade1640db7d231903339118047cbf,,,...,,,,,996.46086003,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
09/12/2022 08:42:04,Trade,0x5cf4b1546a24042f17c9a9754a261c7f08eade1640db7d231903339118047cbf,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00461588,ETH,...,
09/12/2022 08:44:22,Trade,0x4367d07611c7c676c8cfe7605ef117447bf691612584137b7647501cd01109eb,20659.08786100,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:44:22,Trade,0x4367d07611c7c676c8cfe7605ef117447bf691612584137b7647501cd01109eb,,,...,,,,,0.93000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
09/12/2022 08:44:22,Trade,0x4367d07611c7c676c8cfe7605ef117447bf691612584137b7647501cd01109eb,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00526475,ETH,...,
09/12/2022 08:45:24,Send,0xed127613c4b6989daed5832f2c26f7cf7ef6ce278b4facfb1bf1368a23c7fe09,,,...,,,,,20122.63589600,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00148446,ETH,...,
09/12/2022 08:46:35,Receive,0x38c115a28b0ad72aa3685d5febb2b484d0d31ff29418daa0c7463c21e4385352,6.96225117,COMP,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:48:14,Trade,0x8733cd3b60ff5e5884ec04a1427fedcb4dde1ee03aab95cf490a1cfa0e0065ef,1.93550261,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:48:14,Trade,0x8733cd3b60ff5e5884ec04a1427fedcb4dde1ee03aab95cf490a1cfa0e0065ef,,,...,,,,,96.43262952,CWBTC2,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
09/12/2022 08:48:14,Trade,0x8733cd3b60ff5e5884ec04a1427fedcb4dde1ee03aab95cf490a1cfa0e0065ef,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00284744,ETH,...,
09/12/2022 08:51:24,Send,0x4bcb4ffde8717191908b0327b2c97dc665bd92eb304f22efa8be2f73e488b8cb,,,...,,,,,1.00000000,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00125272,ETH,...,
09/12/2022 08:52:42,Trade,0xb12af6e5f9b4bbbf94ee7aea0e3cc6d0d89b2b409acc546198c39aae9d55d4bf,536.54749700,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:52:42,Trade,0xb12af6e5f9b4bbbf94ee7aea0e3cc6d0d89b2b409acc546198c39aae9d55d4bf,,,...,,,,,536.45196500,USDT,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
09/12/2022 08:52:42,Trade,0xb12af6e5f9b4bbbf94ee7aea0e3cc6d0d89b2b409acc546198c39aae9d55d4bf,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00143751,ETH,...,
09/12/2022 08:54:20,Trade,0x21e06b1dd4618239a74a0734bdd67f822f29b2aaa0c2012ac29c99cd1bc841e2,384.79102600,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,,,,,,,...,
09/12/2022 08:54:20,Trade,0x21e06b1dd4618239a74a0734bdd67f822f29b2aaa0c2012ac29c99cd1bc841e2,,,...,,,,,6.96225117,COMP,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,,,...,
09/12/2022 08:54:20,Trade,0x21e06b1dd4618239a74a0734bdd67f822f29b2aaa0c2012ac29c99cd1bc841e2,,,...,,,,,0.00000000,ETH,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00157871,ETH,...,
09/12/2022 09:03:34,Send,0x66df44bd76d736430c69ec38366fa7b07f66e4f186d64c01f92650f8228ab500,,,...,,,,,930.28607000,USDC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00063292,ETH,...,
09/12/2022 09:23:14,Send,0x69122965d093b375fdefb39aba13827f014cf8d413aa58b8fa973812414983f5,,,...,,,,,20.00550261,WBTC,...,ETH Wallet ...804746 - ETH,0x3a41a88486692f79ecdc2f9cf552378e41804746,,,0.00060940,ETH,...,

..., Indicates that a tax plan needs to be purchased for the corresponding tax year
